id,created_at,match_id,trace_id,source,stage,pid,monotonic_seconds,payload_json,payload_bytes,payload_truncated,metrics_json
563,2026-09-12T14:38:46.926344+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,3002b396-3bad-4c83-9bf2-f664ff14936a,server,ws_received,1995301,18653623.8425802,null,4,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 50.0, ""process_cpu_times"": {""user"": 12.78, ""system"": 3.1, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429105152, ""percent"": 57.0, ""used"": 569360384, ""free"": 81088512, ""active"": 242896896, ""inactive"": 513875968, ""buffers"": 19169280, ""cached"": 484114432, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371145216, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
564,2026-09-12T14:38:46.934266+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,3002b396-3bad-4c83-9bf2-f664ff14936a,server,engine_start,1995301,18653623.8505061,"{""over"": 12, ""ball"": 3}",23,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 0.0, ""process_cpu_times"": {""user"": 12.78, ""system"": 3.1, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429105152, ""percent"": 57.0, ""used"": 569360384, ""free"": 81088512, ""active"": 242896896, ""inactive"": 513875968, ""buffers"": 19185664, ""cached"": 484098048, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371145216, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
565,2026-09-12T14:38:46.954163+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,3002b396-3bad-4c83-9bf2-f664ff14936a,server,engine_result,1995301,18653623.8704138,"{""match_over"": false, ""score"": 31, ""wickets"": 3, ""over"": 12, ""ball"": 4, ""commentary"": ""12.4 Pat Cummins to MS Dhoni - 0 run(s), No run. Pat Cummins is building pressure here, ball after ball in the same spot."", ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""striker_runs"": 2, ""striker_balls"": 8, ""nonstriker_runs"": 14, ""nonstriker_balls"": 30, ""bowler_wickets"": 0, ""bowler_runs"": 1, ""bowler_overs"": ""0.4"", ""innings_number"": 1, ""target"": null, ""total_overs"": 360, ""match_format"": ""FC"", ""phase_name"": null, ""bowler_overs_remaining"": null, ""bowler_max_overs"": null, ""fc_day"": 1, ""partnership_runs"": 10, ""partnership_balls"": 22, ""win_probability"": null, ""rain_affected"": false, ""dls_par"": null, ""rain_interruption"": null, ""ball_data"": {""delivery"": {""total_runs"": 0, ""bat_runs"": 0, ""extras"": {}, ""bowler_runs"": 0, ""completed_runs"": 0, ""legal"": true, ""batter_faced"": true, ""wicket_type"": null, ""dismissed_end"": null}, ""runs"": 0, ""batter_out"": false, ""is_extra"": false, ""extra_type"": null, ""wicket_type"": null, ""description"": ""No run. Pat Cummins is building pressure here, ball after ball in the same spot."", ""free_hit"": false, ""over"": 12, ""ball"": 3, ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""innings"": 1, ""score"": 31, ""wickets"": 3, ""target"": null, ""partnership_runs"": 10, ""partnership_balls"": 22}}",1366,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 50.0, ""process_cpu_times"": {""user"": 12.79, ""system"": 3.1, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429105152, ""percent"": 57.0, ""used"": 569360384, ""free"": 81088512, ""active"": 242896896, ""inactive"": 513875968, ""buffers"": 19193856, ""cached"": 484114432, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371145216, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
566,2026-09-12T14:38:46.968866+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,3002b396-3bad-4c83-9bf2-f664ff14936a,server,ws_emit_start,1995301,18653623.885106,"{""match_over"": false, ""score"": 31, ""wickets"": 3, ""over"": 12, ""ball"": 4, ""commentary"": ""12.4 Pat Cummins to MS Dhoni - 0 run(s), No run. Pat Cummins is building pressure here, ball after ball in the same spot."", ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""striker_runs"": 2, ""striker_balls"": 8, ""nonstriker_runs"": 14, ""nonstriker_balls"": 30, ""bowler_wickets"": 0, ""bowler_runs"": 1, ""bowler_overs"": ""0.4"", ""innings_number"": 1, ""target"": null, ""total_overs"": 360, ""match_format"": ""FC"", ""phase_name"": null, ""bowler_overs_remaining"": null, ""bowler_max_overs"": null, ""fc_day"": 1, ""partnership_runs"": 10, ""partnership_balls"": 22, ""win_probability"": null, ""rain_affected"": false, ""dls_par"": null, ""rain_interruption"": null, ""ball_data"": {""delivery"": {""total_runs"": 0, ""bat_runs"": 0, ""extras"": {}, ""bowler_runs"": 0, ""completed_runs"": 0, ""legal"": true, ""batter_faced"": true, ""wicket_type"": null, ""dismissed_end"": null}, ""runs"": 0, ""batter_out"": false, ""is_extra"": false, ""extra_type"": null, ""wicket_type"": null, ""description"": ""No run. Pat Cummins is building pressure here, ball after ball in the same spot."", ""free_hit"": false, ""over"": 12, ""ball"": 3, ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""innings"": 1, ""score"": 31, ""wickets"": 3, ""target"": null, ""partnership_runs"": 10, ""partnership_balls"": 22}, ""fc_weather_status"": {""day"": 1, ""session"": 1, ""clock_minute"": 54.94, ""clock_label"": ""11:55"", ""revised_close_minute"": 420.0, ""revised_close_label"": ""18:00"", ""gross_delay_minutes"": 0, ""makeup_minutes"": 0, ""net_lost_minutes"": 0, ""overs_lost"": 0, ""forecast"": {""state"": ""dry"", ""label"": ""Dry"", ""rain_chance"": 0, ""late_light_risk"": false}, ""affected"": false, ""minimum_overs_today"": 90, ""overs_bowled_today"": 12, ""innings_changes_today"": 0, ""in_overtime"": false}, ""_trace_id"": ""3002b396-3bad-4c83-9bf2-f664ff14936a""}",1875,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 50.0, ""process_cpu_times"": {""user"": 12.8, ""system"": 3.1, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429105152, ""percent"": 57.0, ""used"": 569360384, ""free"": 81088512, ""active"": 242896896, ""inactive"": 513875968, ""buffers"": 19210240, ""cached"": 484114432, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371145216, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
567,2026-09-12T14:38:46.977895+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,3002b396-3bad-4c83-9bf2-f664ff14936a,server,ws_emit_returned,1995301,18653623.894138,null,4,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 0.0, ""process_cpu_times"": {""user"": 12.81, ""system"": 3.1, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429166592, ""percent"": 57.0, ""used"": 569298944, ""free"": 81088512, ""active"": 242954240, ""inactive"": 513880064, ""buffers"": 19226624, ""cached"": 484114432, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371145216, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
568,2026-09-12T14:38:46.996746+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,3002b396-3bad-4c83-9bf2-f664ff14936a,browser,request_sent,1995301,18653623.9129763,"{""client_time"": ""2026-09-12T14:38:46.714Z"", ""monotonic_ms"": 24367.79999999702, ""visibility"": ""visible"", ""online"": true, ""transport"": ""websocket""}",145,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 16.7, ""process_cpu_times"": {""user"": 12.81, ""system"": 3.11, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429166592, ""percent"": 57.0, ""used"": 569298944, ""free"": 81088512, ""active"": 242954240, ""inactive"": 513880064, ""buffers"": 19243008, ""cached"": 484098048, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371145216, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
569,2026-09-12T14:38:47.178359+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,3002b396-3bad-4c83-9bf2-f664ff14936a,browser,response_received,1995301,18653624.0945885,"{""client_time"": ""2026-09-12T14:38:46.962Z"", ""monotonic_ms"": 24615.89999999851, ""visibility"": ""visible"", ""online"": true, ""response"": {""match_over"": false, ""score"": 31, ""wickets"": 3, ""over"": 12, ""ball"": 4, ""commentary"": ""12.4 Pat Cummins to MS Dhoni - 0 run(s), No run. Pat Cummins is building pressure here, ball after ball in the same spot."", ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""striker_runs"": 2, ""striker_balls"": 8, ""nonstriker_runs"": 14, ""nonstriker_balls"": 30, ""bowler_wickets"": 0, ""bowler_runs"": 1, ""bowler_overs"": ""0.4"", ""innings_number"": 1, ""target"": null, ""total_overs"": 360, ""match_format"": ""FC"", ""phase_name"": null, ""bowler_overs_remaining"": null, ""bowler_max_overs"": null, ""fc_day"": 1, ""partnership_runs"": 10, ""partnership_balls"": 22, ""win_probability"": null, ""rain_affected"": false, ""dls_par"": null, ""rain_interruption"": null, ""ball_data"": {""delivery"": {""total_runs"": 0, ""bat_runs"": 0, ""extras"": {}, ""bowler_runs"": 0, ""completed_runs"": 0, ""legal"": true, ""batter_faced"": true, ""wicket_type"": null, ""dismissed_end"": null}, ""runs"": 0, ""batter_out"": false, ""is_extra"": false, ""extra_type"": null, ""wicket_type"": null, ""description"": ""No run. Pat Cummins is building pressure here, ball after ball in the same spot."", ""free_hit"": false, ""over"": 12, ""ball"": 3, ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""innings"": 1, ""score"": 31, ""wickets"": 3, ""target"": null, ""partnership_runs"": 10, ""partnership_balls"": 22}, ""fc_weather_status"": {""day"": 1, ""session"": 1, ""clock_minute"": 54.94, ""clock_label"": ""11:55"", ""revised_close_minute"": 420, ""revised_close_label"": ""18:00"", ""gross_delay_minutes"": 0, ""makeup_minutes"": 0, ""net_lost_minutes"": 0, ""overs_lost"": 0, ""forecast"": {""state"": ""dry"", ""label"": ""Dry"", ""rain_chance"": 0, ""late_light_risk"": false}, ""affected"": false, ""minimum_overs_today"": 90, ""overs_bowled_today"": 12, ""innings_changes_today"": 0, ""in_overtime"": false}, ""_trace_id"": ""3002b396-3bad-4c83-9bf2-f664ff14936a""}}",2006,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 26.2, ""process_cpu_times"": {""user"": 12.83, ""system"": 3.11, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429268992, ""percent"": 57.0, ""used"": 569196544, ""free"": 81088512, ""active"": 243052544, ""inactive"": 513892352, ""buffers"": 19316736, ""cached"": 484134912, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371153408, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
570,2026-09-12T14:38:47.190659+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,ea91ed12-1c1f-403d-99c2-452b23f98be6,server,ws_received,1995301,18653624.1068946,null,4,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 50.0, ""process_cpu_times"": {""user"": 12.83, ""system"": 3.12, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429268992, ""percent"": 57.0, ""used"": 569196544, ""free"": 81088512, ""active"": 243052544, ""inactive"": 513892352, ""buffers"": 19324928, ""cached"": 484126720, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371153408, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
571,2026-09-12T14:38:47.198845+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,ea91ed12-1c1f-403d-99c2-452b23f98be6,server,engine_start,1995301,18653624.1150822,"{""over"": 12, ""ball"": 4}",23,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 0.0, ""process_cpu_times"": {""user"": 12.83, ""system"": 3.12, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429268992, ""percent"": 57.0, ""used"": 569196544, ""free"": 81088512, ""active"": 243052544, ""inactive"": 513892352, ""buffers"": 19341312, ""cached"": 484110336, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371153408, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
572,2026-09-12T14:38:47.209380+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,ea91ed12-1c1f-403d-99c2-452b23f98be6,server,engine_result,1995301,18653624.1256214,"{""match_over"": false, ""score"": 31, ""wickets"": 3, ""over"": 12, ""ball"": 5, ""commentary"": ""12.5 Pat Cummins to MS Dhoni - 0 run(s), Left alone outside off. MS Dhoni has left that beautifully all morning."", ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""striker_runs"": 2, ""striker_balls"": 9, ""nonstriker_runs"": 14, ""nonstriker_balls"": 30, ""bowler_wickets"": 0, ""bowler_runs"": 1, ""bowler_overs"": ""0.5"", ""innings_number"": 1, ""target"": null, ""total_overs"": 360, ""match_format"": ""FC"", ""phase_name"": null, ""bowler_overs_remaining"": null, ""bowler_max_overs"": null, ""fc_day"": 1, ""partnership_runs"": 10, ""partnership_balls"": 23, ""win_probability"": null, ""rain_affected"": false, ""dls_par"": null, ""rain_interruption"": null, ""ball_data"": {""delivery"": {""total_runs"": 0, ""bat_runs"": 0, ""extras"": {}, ""bowler_runs"": 0, ""completed_runs"": 0, ""legal"": true, ""batter_faced"": true, ""wicket_type"": null, ""dismissed_end"": null}, ""runs"": 0, ""batter_out"": false, ""is_extra"": false, ""extra_type"": null, ""wicket_type"": null, ""description"": ""Left alone outside off. MS Dhoni has left that beautifully all morning."", ""free_hit"": false, ""over"": 12, ""ball"": 4, ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""innings"": 1, ""score"": 31, ""wickets"": 3, ""target"": null, ""partnership_runs"": 10, ""partnership_balls"": 23}}",1348,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 50.0, ""process_cpu_times"": {""user"": 12.84, ""system"": 3.12, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429268992, ""percent"": 57.0, ""used"": 569196544, ""free"": 81088512, ""active"": 243052544, ""inactive"": 513892352, ""buffers"": 19349504, ""cached"": 484102144, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371153408, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
573,2026-09-12T14:38:47.217728+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,ea91ed12-1c1f-403d-99c2-452b23f98be6,server,ws_emit_start,1995301,18653624.1339675,"{""match_over"": false, ""score"": 31, ""wickets"": 3, ""over"": 12, ""ball"": 5, ""commentary"": ""12.5 Pat Cummins to MS Dhoni - 0 run(s), Left alone outside off. MS Dhoni has left that beautifully all morning."", ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""striker_runs"": 2, ""striker_balls"": 9, ""nonstriker_runs"": 14, ""nonstriker_balls"": 30, ""bowler_wickets"": 0, ""bowler_runs"": 1, ""bowler_overs"": ""0.5"", ""innings_number"": 1, ""target"": null, ""total_overs"": 360, ""match_format"": ""FC"", ""phase_name"": null, ""bowler_overs_remaining"": null, ""bowler_max_overs"": null, ""fc_day"": 1, ""partnership_runs"": 10, ""partnership_balls"": 23, ""win_probability"": null, ""rain_affected"": false, ""dls_par"": null, ""rain_interruption"": null, ""ball_data"": {""delivery"": {""total_runs"": 0, ""bat_runs"": 0, ""extras"": {}, ""bowler_runs"": 0, ""completed_runs"": 0, ""legal"": true, ""batter_faced"": true, ""wicket_type"": null, ""dismissed_end"": null}, ""runs"": 0, ""batter_out"": false, ""is_extra"": false, ""extra_type"": null, ""wicket_type"": null, ""description"": ""Left alone outside off. MS Dhoni has left that beautifully all morning."", ""free_hit"": false, ""over"": 12, ""ball"": 4, ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""innings"": 1, ""score"": 31, ""wickets"": 3, ""target"": null, ""partnership_runs"": 10, ""partnership_balls"": 23}, ""fc_weather_status"": {""day"": 1, ""session"": 1, ""clock_minute"": 55.66, ""clock_label"": ""11:56"", ""revised_close_minute"": 420.0, ""revised_close_label"": ""18:00"", ""gross_delay_minutes"": 0, ""makeup_minutes"": 0, ""net_lost_minutes"": 0, ""overs_lost"": 0, ""forecast"": {""state"": ""dry"", ""label"": ""Dry"", ""rain_chance"": 0, ""late_light_risk"": false}, ""affected"": false, ""minimum_overs_today"": 90, ""overs_bowled_today"": 12, ""innings_changes_today"": 0, ""in_overtime"": false}, ""_trace_id"": ""ea91ed12-1c1f-403d-99c2-452b23f98be6""}",1857,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 0.0, ""process_cpu_times"": {""user"": 12.84, ""system"": 3.12, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429268992, ""percent"": 57.0, ""used"": 569196544, ""free"": 81088512, ""active"": 243052544, ""inactive"": 513892352, ""buffers"": 19365888, ""cached"": 484085760, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371153408, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
574,2026-09-12T14:38:47.276368+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,ea91ed12-1c1f-403d-99c2-452b23f98be6,server,ws_emit_returned,1995301,18653624.1926085,null,4,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 50.0, ""process_cpu_times"": {""user"": 12.88, ""system"": 3.12, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429268992, ""percent"": 57.0, ""used"": 569196544, ""free"": 81088512, ""active"": 243052544, ""inactive"": 513892352, ""buffers"": 19382272, ""cached"": 484069376, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371153408, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
575,2026-09-12T14:38:47.295691+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,ea91ed12-1c1f-403d-99c2-452b23f98be6,browser,request_sent,1995301,18653624.2119212,"{""client_time"": ""2026-09-12T14:38:46.981Z"", ""monotonic_ms"": 24634.79999999702, ""visibility"": ""visible"", ""online"": true, ""transport"": ""websocket""}",145,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 40.0, ""process_cpu_times"": {""user"": 12.88, ""system"": 3.13, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429350912, ""percent"": 57.0, ""used"": 569114624, ""free"": 81088512, ""active"": 243134464, ""inactive"": 513892352, ""buffers"": 19398656, ""cached"": 484122624, ""shared"": 1548288, ""slab"": 103526400}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371153408, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
576,2026-09-12T14:38:47.417178+00:00,75e8ef06-2e8a-49e8-96bc-e7fea608915f,ea91ed12-1c1f-403d-99c2-452b23f98be6,browser,response_received,1995301,18653624.3334089,"{""client_time"": ""2026-09-12T14:38:47.200Z"", ""monotonic_ms"": 24854.5, ""visibility"": ""visible"", ""online"": true, ""response"": {""match_over"": false, ""score"": 31, ""wickets"": 3, ""over"": 12, ""ball"": 5, ""commentary"": ""12.5 Pat Cummins to MS Dhoni - 0 run(s), Left alone outside off. MS Dhoni has left that beautifully all morning."", ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""striker_runs"": 2, ""striker_balls"": 9, ""nonstriker_runs"": 14, ""nonstriker_balls"": 30, ""bowler_wickets"": 0, ""bowler_runs"": 1, ""bowler_overs"": ""0.5"", ""innings_number"": 1, ""target"": null, ""total_overs"": 360, ""match_format"": ""FC"", ""phase_name"": null, ""bowler_overs_remaining"": null, ""bowler_max_overs"": null, ""fc_day"": 1, ""partnership_runs"": 10, ""partnership_balls"": 23, ""win_probability"": null, ""rain_affected"": false, ""dls_par"": null, ""rain_interruption"": null, ""ball_data"": {""delivery"": {""total_runs"": 0, ""bat_runs"": 0, ""extras"": {}, ""bowler_runs"": 0, ""completed_runs"": 0, ""legal"": true, ""batter_faced"": true, ""wicket_type"": null, ""dismissed_end"": null}, ""runs"": 0, ""batter_out"": false, ""is_extra"": false, ""extra_type"": null, ""wicket_type"": null, ""description"": ""Left alone outside off. MS Dhoni has left that beautifully all morning."", ""free_hit"": false, ""over"": 12, ""ball"": 4, ""striker"": ""MS Dhoni"", ""non_striker"": ""Ajinkya Rahane"", ""bowler"": ""Pat Cummins"", ""innings"": 1, ""score"": 31, ""wickets"": 3, ""target"": null, ""partnership_runs"": 10, ""partnership_balls"": 23}, ""fc_weather_status"": {""day"": 1, ""session"": 1, ""clock_minute"": 55.66, ""clock_label"": ""11:56"", ""revised_close_minute"": 420, ""revised_close_label"": ""18:00"", ""gross_delay_minutes"": 0, ""makeup_minutes"": 0, ""net_lost_minutes"": 0, ""overs_lost"": 0, ""forecast"": {""state"": ""dry"", ""label"": ""Dry"", ""rain_chance"": 0, ""late_light_risk"": false}, ""affected"": false, ""minimum_overs_today"": 90, ""overs_bowled_today"": 12, ""innings_changes_today"": 0, ""in_overtime"": false}, ""_trace_id"": ""ea91ed12-1c1f-403d-99c2-452b23f98be6""}}",1978,0,"{""process_cpu_percent"": 0.0, ""system_cpu_percent"": 16.0, ""process_cpu_times"": {""user"": 12.89, ""system"": 3.13, ""children_user"": 0.0, ""children_system"": 0.0, ""iowait"": 0.0}, ""process_memory"": {""rss"": 130420736, ""vms"": 310550528, ""shared"": 27283456, ""text"": 2707456, ""lib"": 0, ""data"": 154841088, ""dirty"": 0}, ""process_rss_bytes"": 130420736, ""system_memory"": {""total"": 998465536, ""available"": 429371392, ""percent"": 57.0, ""used"": 569094144, ""free"": 81088512, ""active"": 243154944, ""inactive"": 513892352, ""buffers"": 19423232, ""cached"": 484143104, ""shared"": 1548288, ""slab"": 103530496}, ""swap"": {""total"": 1073737728, ""used"": 660488192, ""free"": 413249536, ""percent"": 61.5, ""sin"": 23371169792, ""sout"": 40386424832}, ""load_average"": [0.35, 0.15, 0.22], ""threads"": 2}"
