pitch,seed,match_status,innings1_runs,innings1_wickets,innings1_declared,innings1_overs,innings2_runs,innings2_wickets,innings2_declared,innings2_overs,innings3_runs,innings3_wickets,innings3_declared,innings3_overs,innings4_runs,innings4_wickets,innings4_overs
Green,1,completed,256,9,Yes,95,502,7,Yes,166,222,10,No,89.4,0,0,0
Green,2,completed,80,10,No,33.5,300,10,No,107.4,207,10,No,70.2,0,0,0
Green,3,drawn,544,9,Yes,176,327,10,No,117.5,169,9,Yes,71,125,3,41
Green,4,completed,211,10,No,88.4,348,9,Yes,118,79,10,No,38.3,0,0,0
Green,5,completed,169,10,No,57.1,291,9,Yes,101,279,9,Yes,104,159,5,55.2
Green,6,completed,272,10,No,87.2,333,10,No,108.6,203,9,Yes,70,143,4,41.5
Green,7,completed,253,9,Yes,88,212,10,No,72.3,280,7,Yes,99,235,10,92.2
Green,8,completed,124,10,No,43.3,106,10,No,41.3,272,9,Yes,102,279,10,100.6
Green,9,drawn,369,9,Yes,138,309,10,No,113.1,190,10,No,81.3,103,5,44
Green,10,completed,124,10,No,44.4,162,10,No,47.6,120,9,Yes,49,83,3,31.3
Green,11,completed,289,9,Yes,100,259,10,No,86.2,268,10,No,92.6,239,10,82.6
Green,12,completed,223,10,No,78.1,353,9,Yes,110,320,9,Yes,94,154,10,55.5
Green,13,completed,287,9,Yes,100,218,10,No,80.1,233,9,Yes,64,200,10,69.4
Green,14,completed,266,9,Yes,88,211,10,No,70.2,188,9,Yes,68,244,8,86.4
Green,15,completed,137,10,No,47.3,248,9,Yes,92,195,9,Yes,71,85,2,28.3
Green,16,completed,125,10,No,47.6,275,9,Yes,94,224,9,Yes,84,76,3,26.2
Green,17,completed,201,10,No,75.4,231,10,No,70.4,151,9,Yes,56,122,2,37.5
Green,18,completed,204,10,No,70.1,475,9,Yes,157,226,10,No,69.3,0,0,0
Green,19,drawn,412,9,Yes,141,242,10,No,83.2,187,10,No,96.4,172,5,71
Green,20,completed,322,10,No,116.5,345,10,No,113.2,272,10,No,99.1,250,5,86.4
Green,21,completed,188,10,No,64.4,304,9,Yes,98,182,9,Yes,66,67,0,21.3
Green,22,completed,96,10,No,35.6,577,5,Yes,168,334,10,No,110.1,0,0,0
Green,23,completed,360,9,Yes,124,318,10,No,113.5,371,10,No,114.4,128,10,54.5
Green,24,drawn,94,10,No,26.6,231,9,Yes,84,418,10,No,134.6,116,1,42
Green,25,completed,198,10,No,69.3,311,9,Yes,104,345,3,Yes,117,105,10,36.5
Green,26,completed,251,10,No,81.3,260,10,No,80.4,341,10,No,111.6,316,10,115.6
Green,27,completed,315,9,Yes,114,436,10,No,149.3,259,10,No,92.5,140,4,49.5
Green,28,drawn,596,9,Yes,192,168,10,No,57.3,463,7,No,186,,,
Green,29,completed,239,10,No,78.3,214,10,No,72.1,97,9,Yes,41,123,2,33.4
Green,30,completed,182,10,No,73.4,121,10,No,43.2,250,10,No,84.6,312,6,99.5
Green,31,completed,114,10,No,43.2,273,9,Yes,92,191,10,No,71.6,36,2,9.4
Green,32,completed,77,10,No,37.1,237,9,Yes,72,288,10,No,91.2,129,6,53.1
Green,33,completed,116,10,No,43.1,90,10,No,40.1,170,9,Yes,65,197,4,57.4
Green,34,completed,202,10,No,77.6,451,9,Yes,151,174,10,No,82.2,0,0,0
Green,35,completed,130,10,No,50.2,187,10,No,66.6,204,9,Yes,64,149,1,47.1
Green,36,completed,292,9,Yes,102,359,10,No,125.6,174,10,No,64.6,108,4,43.2
Green,37,completed,223,10,No,77.3,245,10,No,81.1,227,9,Yes,77,207,1,60.1
Green,38,completed,92,10,No,26.6,278,10,No,104.5,260,9,Yes,87,75,0,23.5
Green,39,drawn,565,5,Yes,182,249,10,No,97.3,145,10,No,67.3,64,4,28
Green,40,completed,191,10,No,71.1,176,10,No,67.4,319,9,Yes,100,335,8,124
Green,41,completed,285,9,Yes,100,197,10,No,69.1,125,9,Yes,49,113,10,38.5
Green,42,completed,109,10,No,46.2,242,9,Yes,78,157,10,No,68.6,26,0,6.2
Green,43,completed,373,9,Yes,132,278,10,No,88.1,187,10,No,96.5,196,10,77.1
Green,44,completed,193,10,No,77.4,79,10,No,28.2,308,9,Yes,104,233,10,83.2
Green,45,completed,168,10,No,61.6,241,10,No,80.2,283,9,Yes,95,214,2,71.3
Green,46,completed,379,10,No,119.2,270,10,No,94.3,141,9,Yes,50,200,10,73.1
Green,47,completed,169,10,No,58.2,168,10,No,52.3,316,9,Yes,106,287,10,87.4
Green,48,completed,137,10,No,48.5,545,10,No,175.4,273,10,No,85.5,0,0,0
Green,49,completed,225,10,No,87.1,291,9,Yes,91,221,9,Yes,70,157,7,59.4
Green,50,completed,191,10,No,69.6,201,10,No,68.3,86,9,Yes,33,80,2,26.4
Green,51,completed,138,10,No,53.5,203,9,Yes,68,187,9,Yes,71,126,3,36.5
Green,52,completed,185,10,No,69.4,314,9,Yes,115,153,10,No,54.2,25,2,6
Green,53,completed,260,9,Yes,85,392,10,No,130.2,195,10,No,78.5,64,3,22.2
Green,54,completed,224,10,No,75.5,264,10,No,88.2,231,9,Yes,87,192,7,73
Green,55,completed,122,10,No,45.2,357,9,Yes,117,151,10,No,54.5,0,0,0
Green,56,completed,93,10,No,36.1,160,9,Yes,66,200,9,Yes,64,135,5,53.4
Green,57,completed,258,9,Yes,98,376,10,No,122.3,339,10,No,111.1,222,4,82.1
Green,58,completed,443,9,Yes,153,247,10,No,73.2,269,8,Yes,87,226,10,82.5
Green,59,completed,193,10,No,69.4,101,10,No,38.2,80,10,No,35.3,173,4,63.4
Green,60,completed,178,10,No,69.3,460,9,Yes,150,131,10,No,50.1,0,0,0
Green,61,completed,247,10,No,87.4,342,9,Yes,122,203,10,No,64.6,111,0,32
Green,62,completed,87,10,No,35.6,223,10,No,79.6,236,9,Yes,78,101,2,34.1
Green,63,completed,172,10,No,69.5,217,10,No,75.2,190,9,Yes,78,146,5,53.3
Green,64,completed,283,9,Yes,86,137,10,No,49.5,380,7,Yes,137,245,10,85.3
Green,65,completed,257,9,Yes,100,355,9,Yes,107,382,3,Yes,112,287,6,101.2
Green,66,completed,154,10,No,60.3,319,9,Yes,115,448,9,Yes,144,285,5,107.3
Green,67,completed,168,10,No,66.1,194,10,No,69.2,387,9,Yes,121,236,10,95.2
Green,68,completed,184,10,No,60.3,259,10,No,90.3,356,8,Yes,123,164,10,63.3
Green,69,drawn,250,9,Yes,99,380,10,No,112.1,268,9,Yes,96,110,1,53
Green,70,completed,284,9,Yes,100,332,10,No,109.5,362,5,Yes,110,83,10,33.1
Green,71,completed,198,10,No,69.5,200,10,No,68.1,98,9,Yes,43,97,3,34.3
Green,72,completed,456,9,Yes,152,249,10,No,84.6,104,9,Yes,50,313,3,115.3
Green,73,completed,242,10,No,91.1,364,9,Yes,112,250,10,No,81.1,131,3,42.4
Green,74,completed,276,9,Yes,89,393,10,No,116.3,203,10,No,77.2,87,0,37.2
Green,75,completed,225,10,No,66.4,315,9,Yes,105,174,9,Yes,54,85,2,30
Green,76,completed,222,10,No,86.3,170,10,No,57.4,250,10,No,80.4,99,10,34.2
Green,77,completed,280,9,Yes,87,436,9,Yes,148,205,10,No,82.2,51,1,21
Green,78,completed,272,9,Yes,95,443,9,Yes,147,161,10,No,73.4,0,0,0
Green,79,completed,241,10,No,88.4,232,10,No,79.4,408,10,No,120.6,66,10,26.5
Green,80,completed,170,10,No,68.6,270,10,No,78.2,192,9,Yes,63,87,10,38.2
Green,81,completed,267,9,Yes,95,174,10,No,53.6,322,9,Yes,103,416,6,137.4
Green,82,completed,413,9,Yes,134,169,10,No,69.6,203,9,Yes,87,303,10,129.5
Green,83,completed,165,10,No,62.3,257,9,Yes,88,448,3,Yes,140,232,10,73.1
Green,84,completed,174,10,No,58.2,392,9,Yes,136,172,10,No,65.1,0,0,0
Green,85,completed,143,10,No,51.5,130,10,No,47.4,126,10,No,35.3,140,4,49
Green,86,completed,129,10,No,53.6,303,10,No,90.6,216,10,No,74.5,44,3,18.1
Green,87,completed,249,10,No,79.2,248,10,No,88.2,295,9,Yes,90,297,8,103.2
Green,88,completed,66,10,No,30.5,171,9,Yes,41,235,9,Yes,81,134,5,44.2
Green,89,completed,457,9,Yes,133,180,10,No,61.6,306,9,Yes,109,134,10,53.5
Green,90,completed,70,10,No,33.3,467,9,Yes,160,313,10,No,104.2,0,0,0
Green,91,completed,254,10,No,92.1,342,9,Yes,108,230,9,Yes,71,144,3,48
Green,92,drawn,407,9,Yes,146,384,10,No,128.3,205,10,No,94.3,139,5,48
Green,93,drawn,391,9,Yes,125,197,10,No,66.2,251,9,Yes,95,406,6,149
Green,94,drawn,273,9,Yes,82,376,10,No,128.6,340,10,No,132.1,102,4,32
Green,95,completed,206,10,No,89.2,166,10,No,49.6,459,10,No,143.3,277,10,107.3
Green,96,completed,269,9,Yes,103,319,10,No,117.5,307,10,No,111.4,201,10,79.4
Green,97,drawn,266,9,Yes,100,245,10,No,73.2,347,7,Yes,105,280,7,110
Green,98,completed,149,10,No,44.6,83,10,No,26.6,339,10,No,107.5,277,10,89.3
Green,99,completed,337,9,Yes,110,339,10,No,107.4,283,7,Yes,114,99,10,45.5
Green,100,completed,354,9,Yes,123,302,10,No,101.3,306,10,No,111.1,207,10,84.4
Dry,1,completed,249,10,No,93.6,325,10,No,104.6,141,10,No,57.2,66,4,22
Dry,2,completed,317,9,Yes,111,190,10,No,68.3,118,9,Yes,44,237,10,87.3
Dry,3,completed,420,9,Yes,143,166,10,No,56.3,206,9,Yes,79,174,10,61.1
Dry,4,drawn,456,9,Yes,150,249,10,No,88.1,211,10,No,90.3,38,5,18
Dry,5,completed,139,10,No,50.3,220,10,No,70.6,299,9,Yes,103,219,7,69.1
Dry,6,completed,271,9,Yes,83,210,10,No,73.3,352,9,Yes,105,257,10,83.4
Dry,7,completed,240,10,No,80.5,162,10,No,60.4,189,9,Yes,72,199,10,72.1
Dry,8,completed,161,10,No,52.4,426,9,Yes,152,261,10,No,84.2,0,0,0
Dry,9,drawn,573,9,Yes,180,262,10,No,98.5,200,4,No,80,,,
Dry,10,completed,381,9,Yes,119,168,10,No,56.4,191,9,Yes,61,149,10,48.4
Dry,11,completed,274,9,Yes,80,216,10,No,79.2,200,9,Yes,73,256,10,81.1
Dry,12,completed,224,10,No,76.1,305,9,Yes,95,240,10,No,75.1,137,10,47.5
Dry,13,completed,293,9,Yes,94,387,9,Yes,119,281,10,No,88.2,189,0,59
Dry,14,completed,310,9,Yes,94,253,10,No,90.3,165,10,No,73.1,163,10,54.1
Dry,15,completed,315,9,Yes,112,341,10,No,112.1,248,10,No,82.3,223,6,75.3
Dry,16,completed,466,9,Yes,154,197,10,No,63.6,110,9,Yes,44,198,10,72.1
Dry,17,completed,230,10,No,81.2,219,10,No,69.4,221,9,Yes,82,229,10,62.1
Dry,18,completed,236,10,No,82.5,382,9,Yes,132,119,10,No,43.4,0,0,0
Dry,19,completed,580,9,Yes,179,150,10,No,50.2,185,10,No,89.5,,,
Dry,20,completed,406,9,Yes,141,261,10,No,85.6,465,5,Yes,151,117,10,39.5
Dry,21,completed,340,10,No,114.2,205,10,No,70.5,173,9,Yes,71,190,10,62.4
Dry,22,completed,150,10,No,50.3,457,9,Yes,145,315,10,No,102.1,9,0,3.1
Dry,23,completed,330,9,Yes,109,307,10,No,117.3,173,7,Yes,64,146,10,46.2
Dry,24,completed,197,10,No,61.3,287,9,Yes,86,250,10,No,78.3,134,10,56.3
Dry,25,completed,254,10,No,80.6,367,9,Yes,124,203,10,No,73.4,93,0,25.1
Dry,26,drawn,439,9,Yes,121,375,10,No,129.6,359,9,Yes,123,168,6,62
Dry,27,completed,277,9,Yes,99,125,10,No,46.6,156,9,Yes,60,267,10,86.2
Dry,28,completed,565,9,Yes,184,131,10,No,50.4,163,10,No,86.6,,,
Dry,29,completed,378,9,Yes,117,116,10,No,47.1,105,9,Yes,40,246,10,90.3
Dry,30,completed,215,10,No,78.2,330,10,No,113.5,259,9,Yes,73,146,3,47.4
Dry,31,completed,431,9,Yes,142,329,10,No,99.3,310,10,No,109.3,143,10,51.5
Dry,32,completed,200,10,No,63.3,408,10,No,134.5,172,10,No,59.2,0,0,0
Dry,33,completed,126,10,No,43.5,323,10,No,109.6,148,10,No,50.6,0,0,0
Dry,34,drawn,421,9,Yes,139,445,10,No,132.3,99,3,No,46,,,
Dry,35,completed,218,10,No,83.1,134,10,No,49.5,175,9,Yes,54,177,10,65.2
Dry,36,completed,311,9,Yes,113,323,10,No,108.4,74,10,No,27.1,63,2,15.2
Dry,37,completed,523,9,Yes,161,330,10,No,104.2,330,8,Yes,112,131,10,57.3
Dry,38,completed,91,10,No,26.5,310,9,Yes,107,412,4,Yes,128,197,6,71.5
Dry,39,drawn,506,9,Yes,182,243,10,No,92.1,191,8,Yes,90,0,0,0
Dry,40,completed,318,9,Yes,108,215,10,No,80.2,235,10,No,81.6,153,10,53.2
Dry,41,completed,264,10,No,88.3,347,9,Yes,124,125,10,No,41.4,43,2,17.2
Dry,42,completed,107,10,No,40.1,376,9,Yes,130,230,10,No,67.3,0,0,0
Dry,43,completed,445,9,Yes,156,130,10,No,43.6,193,8,Yes,70,251,10,81.4
Dry,44,completed,242,10,No,87.6,314,9,Yes,107,268,9,Yes,89,178,10,49.3
Dry,45,completed,180,10,No,63.1,189,10,No,65.5,176,9,Yes,59,168,4,52.4
Dry,46,completed,259,10,No,86.4,405,10,No,131.4,245,10,No,83.5,100,3,31
Dry,47,completed,207,10,No,70.1,359,9,Yes,124,158,10,No,45.3,7,0,3.3
Dry,48,completed,452,9,Yes,141,288,10,No,104.5,124,9,Yes,52,208,10,78.4
Dry,49,completed,271,9,Yes,102,123,10,No,40.6,227,9,Yes,63,220,10,58.6
Dry,50,completed,206,10,No,72.2,137,10,No,50.3,124,10,No,48.4,194,4,68.5
Dry,51,completed,206,10,No,66.5,202,10,No,68.1,188,9,Yes,67,194,7,60
Dry,52,completed,233,10,No,84.1,282,10,No,103.1,85,10,No,33.3,39,1,9.5
Dry,53,completed,171,10,No,63.4,128,10,No,43.4,150,10,No,53.5,178,10,56.3
Dry,54,drawn,403,9,Yes,128,264,10,No,100.6,159,10,No,63.6,207,8,85
Dry,55,completed,340,9,Yes,109,430,9,Yes,129,105,10,No,43.6,16,3,4.3
Dry,56,completed,142,10,No,49.3,144,10,No,61.3,363,10,No,108.4,203,10,74.4
Dry,57,completed,296,9,Yes,103,214,10,No,71.1,115,9,Yes,42,198,4,65.2
Dry,58,drawn,479,9,Yes,169,275,10,No,88.1,198,10,No,66.4,179,4,71
Dry,59,completed,204,10,No,73.2,189,10,No,72.4,342,8,Yes,112,203,10,81.4
Dry,60,completed,475,9,Yes,155,245,10,No,82.3,215,10,No,75.6,78,10,30.3
Dry,61,completed,539,10,No,172.3,267,10,No,91.6,144,9,Yes,53,131,10,53.2
Dry,62,completed,221,10,No,75.4,191,10,No,58.6,171,9,Yes,58,202,5,55.2
Dry,63,completed,248,10,No,90.2,216,10,No,78.2,404,7,Yes,112,189,10,64.6
Dry,64,completed,708,6,Yes,203,268,10,No,101.4,234,10,No,86.1,,,
Dry,65,completed,253,10,No,97.5,297,10,No,97.5,287,10,No,89.6,167,10,57.2
Dry,66,completed,176,10,No,61.5,200,10,No,67.6,143,9,Yes,49,123,2,37.2
Dry,67,completed,180,10,No,66.1,182,10,No,71.2,274,9,Yes,83,182,10,63.2
Dry,68,completed,268,9,Yes,81,194,10,No,70.5,399,8,Yes,131,282,10,108.2
Dry,69,drawn,266,9,Yes,97,320,10,No,100.5,396,10,No,118.2,104,8,45
Dry,70,completed,396,9,Yes,140,285,10,No,92.6,135,9,Yes,56,83,10,37.2
Dry,71,completed,401,9,Yes,125,173,10,No,68.5,156,9,Yes,62,133,10,39.5
Dry,72,drawn,640,8,Yes,203,118,10,No,42.3,477,9,No,190,,,
Dry,73,completed,531,9,Yes,172,386,10,No,111.4,165,10,No,73.1,125,10,52.4
Dry,74,completed,298,10,No,89.6,465,10,No,128.6,199,10,No,64.1,36,0,11.2
Dry,75,completed,393,9,Yes,133,299,10,No,94.5,208,6,Yes,63,155,10,57.1
Dry,76,completed,249,10,No,89.4,123,10,No,45.4,254,9,Yes,80,216,10,63.4
Dry,77,drawn,379,9,Yes,118,346,10,No,118.5,175,10,No,79.3,197,5,92
Dry,78,completed,293,9,Yes,90,410,10,No,127.5,69,10,No,28.3,0,0,0
Dry,79,drawn,303,10,No,101.4,293,10,No,90.4,231,8,Yes,76,155,6,60
Dry,80,completed,175,10,No,71.1,197,10,No,59.6,217,10,No,77.4,159,10,55.2
Dry,81,completed,585,9,Yes,187,142,10,No,47.6,463,10,No,184.3,21,1,4.3
Dry,82,drawn,396,9,Yes,129,180,10,No,64.5,276,9,Yes,116,237,7,105
Dry,83,completed,181,10,No,65.6,422,9,Yes,130,349,10,No,104.3,109,6,43.4
Dry,84,completed,327,9,Yes,105,216,10,No,78.2,146,10,No,65.2,211,10,79.5
Dry,85,completed,157,10,No,55.1,88,10,No,36.1,332,9,Yes,102,230,10,66.3
Dry,86,completed,463,9,Yes,147,288,10,No,88.2,326,10,No,117.1,166,10,57.3
Dry,87,completed,299,9,Yes,94,359,10,No,116.6,470,9,Yes,138,140,10,49.2
Dry,88,completed,189,10,No,63.1,322,10,No,108.5,273,10,No,93.2,144,6,40.4
Dry,89,drawn,574,9,Yes,171,362,10,No,113.1,282,4,Yes,102,0,0,0
Dry,90,completed,146,10,No,59.4,157,10,No,55.1,351,9,Yes,113,176,10,58.2
Dry,91,completed,388,9,Yes,121,251,10,No,80.4,260,10,No,87.3,114,10,34.2
Dry,92,completed,435,10,No,146.5,378,10,No,119.3,168,10,No,72.3,191,10,81.1
Dry,93,completed,206,10,No,65.4,376,9,Yes,119,206,10,No,64.1,39,0,10.4
Dry,94,drawn,352,9,Yes,100,367,10,No,124.6,301,9,Yes,116,40,2,15
Dry,95,completed,254,10,No,103.3,215,10,No,66.4,407,3,Yes,121,311,10,108.6
Dry,96,completed,295,9,Yes,96,350,10,No,122.3,346,10,No,118.4,94,10,40.6
Dry,97,completed,428,9,Yes,134,169,10,No,53.1,170,9,Yes,56,107,10,47.1
Dry,98,completed,298,9,Yes,81,317,10,No,93.6,137,9,Yes,52,120,5,39.1
Dry,99,drawn,555,9,Yes,163,173,10,No,53.3,286,6,Yes,114,55,4,21
Dry,100,completed,335,9,Yes,108,177,10,No,60.5,259,10,No,79.6,196,10,63.4
Hard,1,completed,135,10,No,43.4,569,4,Yes,189,260,10,No,74.4,0,0,0
Hard,2,drawn,425,9,Yes,151,398,10,No,136.2,303,9,Yes,119,94,1,29
Hard,3,drawn,406,9,Yes,130,476,10,No,145.2,303,9,Yes,116,83,4,34
Hard,4,drawn,566,6,Yes,182,177,10,No,72.6,277,3,Yes,105,0,0,0
Hard,5,completed,174,10,No,51.5,244,9,Yes,79,142,9,Yes,51,73,4,26.2
Hard,6,completed,292,10,No,87.2,307,10,No,94.2,380,4,Yes,109,162,10,52.6
Hard,7,completed,274,10,No,92.3,403,9,Yes,134,237,10,No,87.5,109,2,37.4
Hard,8,completed,103,10,No,35.5,168,10,No,67.5,307,9,Yes,102,243,3,81
Hard,9,drawn,303,9,Yes,98,325,10,No,118.4,334,10,No,99.3,305,7,120
Hard,10,completed,265,10,No,73.4,205,10,No,70.3,514,8,Yes,147,350,10,121.4
Hard,11,completed,269,10,No,79.6,497,8,Yes,153,179,10,No,68.4,0,0,0
Hard,12,completed,181,10,No,60.1,443,9,Yes,134,364,10,No,96.1,105,5,40.4
Hard,13,tied,236,10,No,83.3,239,10,No,87.2,254,6,Yes,71,251,10,88.3
Hard,14,drawn,440,9,Yes,140,182,10,No,64.4,245,8,Yes,86,373,0,126
Hard,15,completed,226,10,No,68.6,297,10,No,111.5,389,5,Yes,111,159,10,55.6
Hard,16,drawn,466,9,Yes,144,316,10,No,110.3,260,7,Yes,108,124,9,51
Hard,17,completed,232,10,No,68.5,183,10,No,61.4,386,9,Yes,125,122,10,38.3
Hard,18,completed,611,9,Yes,184,167,10,No,53.6,227,10,No,88.2,,,
Hard,19,drawn,403,9,Yes,125,232,10,No,75.1,278,8,Yes,90,410,4,145
Hard,20,completed,358,9,Yes,112,334,10,No,105.1,197,8,Yes,73,222,4,66.2
Hard,21,completed,328,9,Yes,110,290,10,No,93.4,376,3,Yes,116,247,10,96.1
Hard,22,completed,140,10,No,43.2,264,9,Yes,87,293,9,Yes,111,170,4,52.4
Hard,23,completed,376,9,Yes,115,215,10,No,63.1,409,9,Yes,122,276,10,107.1
